bg_key,cell_line,score,type
PANC-1__OE2,PANC-1,0.9900267,generated
PANC-1__OE2,PANC-1,0.9902954,generated
PANC-1__WT3,PANC-1,0.9958188,generated
Hela__WT2,Hela,0.9996263,generated
Hela__KO2,Hela,0.99842715,generated
PANC-1__OE3,PANC-1,0.99983597,generated
PANC-1__OE3,PANC-1,0.9984478,generated
Hela__WT1,Hela,0.9997551,generated
PANC-1__OE2,PANC-1,0.99336183,generated
PANC-1__WT2,PANC-1,0.98629445,generated
PANC-1__OE2,PANC-1,0.9999192,generated
Hela__WT1,Hela,0.99933654,generated
Hela__KO2,Hela,0.99646616,generated
PANC-1__WT2,PANC-1,0.9991959,generated
Hela__WT3,Hela,0.9998913,generated
Hela__KO1,Hela,0.99959904,generated
PANC-1__OE2,PANC-1,0.99892396,generated
Hela__WT2,Hela,0.9988753,generated
PANC-1__WT2,PANC-1,0.9768802,generated
PANC-1__OE3,PANC-1,0.9995821,generated
PANC-1__WT3,PANC-1,0.9996754,generated
Hela__KO1,Hela,0.9985683,generated
PANC-1__OE1,PANC-1,0.9988593,generated
PANC-1__OE3,PANC-1,0.9998153,generated
Hela__KO1,Hela,0.9998287,generated
PANC-1__OE2,PANC-1,0.99572843,generated
Hela__KO2,Hela,0.99976903,generated
PANC-1__OE2,PANC-1,0.99961853,generated
PANC-1__WT2,PANC-1,0.9972294,generated
PANC-1__WT1,PANC-1,0.9737438,generated
PANC-1__WT1,PANC-1,0.99967086,generated
PANC-1__WT1,PANC-1,0.99491334,generated
PANC-1__OE3,PANC-1,0.99935967,generated
PANC-1__OE3,PANC-1,0.9717862,generated
PANC-1__WT1,PANC-1,0.9978416,generated
Hela__WT1,Hela,0.9994485,generated
Hela__KO1,Hela,0.99932134,generated
Hela__KO1,Hela,0.9980566,generated
Hela__KO3,Hela,0.99782443,generated
Hela__WT1,Hela,0.9998312,generated
Hela__KO2,Hela,0.9998623,generated
PANC-1__WT3,PANC-1,0.99870527,generated
PANC-1__WT3,PANC-1,0.9987791,generated
PANC-1__WT1,PANC-1,0.99920255,generated
Hela__KO3,Hela,0.99958175,generated
PANC-1__OE2,PANC-1,0.99979717,generated
PANC-1__WT3,PANC-1,0.96082264,generated
PANC-1__OE1,PANC-1,0.9946025,generated
Hela__KO1,Hela,0.99944454,generated
Hela__WT2,Hela,0.99710804,generated
Hela__KO2,Hela,0.99981123,generated
PANC-1__OE3,PANC-1,0.9995104,generated
PANC-1__WT1,PANC-1,0.99819773,generated
PANC-1__OE2,PANC-1,0.9995353,generated
Hela__WT2,Hela,0.99792457,generated
Hela__WT2,Hela,0.9956624,generated
PANC-1__WT3,PANC-1,0.9997075,generated
Hela__WT1,Hela,0.9960873,generated
PANC-1__OE1,PANC-1,0.99946517,generated
PANC-1__OE1,PANC-1,0.99985933,generated
PANC-1__WT2,PANC-1,0.9875142,generated
Hela__KO2,Hela,0.9995975,generated
Hela__KO3,Hela,0.99997425,generated
PANC-1__WT2,PANC-1,0.99919647,generated
PANC-1__OE3,PANC-1,0.9994536,generated
PANC-1__WT3,PANC-1,0.9209356,generated
Hela__WT3,Hela,0.9988362,generated
Hela__WT2,Hela,0.9974371,generated
Hela__WT2,Hela,0.99993396,generated
Hela__WT3,Hela,0.99987316,generated
PANC-1__OE2,PANC-1,0.9997273,generated
PANC-1__WT3,PANC-1,0.9836559,generated
PANC-1__OE2,PANC-1,0.9995833,generated
PANC-1__OE3,PANC-1,0.99584097,generated
Hela__KO2,Hela,0.9999112,generated
PANC-1__OE1,PANC-1,0.9991875,generated
Hela__KO1,Hela,0.9999416,generated
Hela__WT1,Hela,0.9988028,generated
Hela__WT2,Hela,0.99989843,generated
PANC-1__OE2,PANC-1,0.9992849,generated
Hela__WT1,Hela,0.9994106,generated
PANC-1__OE1,PANC-1,0.9764999,generated
Hela__WT1,Hela,0.9994369,generated
Hela__KO3,Hela,0.9998847,generated
Hela__WT2,Hela,0.9995172,generated
Hela__WT2,Hela,0.99944776,generated
PANC-1__OE3,PANC-1,0.9965305,generated
Hela__KO3,Hela,0.9994935,generated
PANC-1__OE2,PANC-1,0.9998746,generated
PANC-1__WT1,PANC-1,0.99939513,generated
PANC-1__WT1,PANC-1,0.9985631,generated
PANC-1__WT3,PANC-1,0.9981932,generated
PANC-1__OE3,PANC-1,0.9617614,generated
Hela__WT3,Hela,0.999798,generated
PANC-1__WT3,PANC-1,0.9868644,generated
PANC-1__OE3,PANC-1,0.99855417,generated
PANC-1__WT1,PANC-1,0.99406284,generated
Hela__KO2,Hela,0.99682236,generated
Hela__KO3,Hela,0.99986064,generated
Hela__WT3,Hela,0.9989851,generated
Hela__WT2,Hela,0.9981787,generated
PANC-1__OE2,PANC-1,0.99955684,generated
PANC-1__OE1,PANC-1,0.9997235,generated
PANC-1__OE3,PANC-1,0.999711,generated
Hela__WT3,Hela,0.9991898,generated
Hela__KO3,Hela,0.99940133,generated
PANC-1__WT3,PANC-1,0.9992792,generated
Hela__WT2,Hela,0.9997774,generated
Hela__KO1,Hela,0.99797684,generated
PANC-1__WT3,PANC-1,0.9992483,generated
PANC-1__WT2,PANC-1,0.99926656,generated
Hela__WT1,Hela,0.99996185,generated
Hela__KO1,Hela,0.9992631,generated
Hela__WT1,Hela,0.9998356,generated
Hela__WT1,Hela,0.99969363,generated
Hela__KO1,Hela,0.99982375,generated
Hela__KO1,Hela,0.9998023,generated
PANC-1__OE1,PANC-1,0.93842477,generated
Hela__WT2,Hela,0.9980605,generated
Hela__KO2,Hela,0.99985635,generated
Hela__WT1,Hela,0.99992514,generated
Hela__WT2,Hela,0.99731123,generated
PANC-1__WT2,PANC-1,0.99409074,generated
Hela__WT1,Hela,0.99959916,generated
PANC-1__WT3,PANC-1,0.9940158,generated
Hela__KO1,Hela,0.9993098,generated
PANC-1__OE2,PANC-1,0.9996358,generated
Hela__WT1,Hela,0.9257785,generated
Hela__WT1,Hela,0.9994715,generated
PANC-1__WT1,PANC-1,0.99661994,generated
Hela__WT3,Hela,0.99975306,generated
Hela__WT1,Hela,0.9999058,generated
Hela__WT1,Hela,0.998492,generated
Hela__WT1,Hela,0.99992895,generated
Hela__WT3,Hela,0.99976975,generated
Hela__KO3,Hela,0.9986915,generated
Hela__KO1,Hela,0.99976426,generated
Hela__KO2,Hela,0.9999031,generated
Hela__WT2,Hela,0.9990834,generated
PANC-1__WT3,PANC-1,0.99930024,generated
Hela__KO3,Hela,0.9993855,generated
Hela__WT3,Hela,0.9999192,generated
Hela__KO3,Hela,0.99990344,generated
PANC-1__WT3,PANC-1,0.9954094,generated
Hela__WT2,Hela,0.9994497,generated
PANC-1__WT3,PANC-1,0.99952066,generated
PANC-1__OE3,PANC-1,0.9997458,generated
Hela__WT1,Hela,0.9994659,generated
Hela__WT1,Hela,0.999833,generated
PANC-1__OE3,PANC-1,0.99970776,generated
Hela__WT2,Hela,0.9963372,generated
Hela__KO3,Hela,0.9980989,generated
PANC-1__WT3,PANC-1,0.99317414,generated
PANC-1__WT3,PANC-1,0.5096524,generated
PANC-1__WT3,PANC-1,0.9994665,generated
Hela__KO2,Hela,0.9984634,generated
Hela__WT1,Hela,0.9999523,generated
PANC-1__WT3,PANC-1,0.99851185,generated
PANC-1__WT1,PANC-1,0.9988859,generated
PANC-1__WT1,PANC-1,0.9999224,generated
Hela__WT3,Hela,0.99949074,generated
PANC-1__OE2,PANC-1,0.9730977,generated
PANC-1__WT3,PANC-1,0.9977629,generated
Hela__WT2,Hela,0.9993554,generated
PANC-1__WT3,PANC-1,0.99382716,generated
PANC-1__OE3,PANC-1,0.99347514,generated
Hela__WT3,Hela,0.99987984,generated
PANC-1__OE1,PANC-1,0.9997757,generated
PANC-1__OE1,PANC-1,0.9965827,generated
PANC-1__OE3,PANC-1,0.99397594,generated
Hela__KO1,Hela,0.9998609,generated
Hela__KO1,Hela,0.9983668,generated
Hela__WT2,Hela,0.9995196,generated
PANC-1__OE2,PANC-1,0.99733126,generated
Hela__WT1,Hela,0.99980766,generated
PANC-1__WT3,PANC-1,0.99878615,generated
Hela__KO1,Hela,0.9999833,generated
PANC-1__WT1,PANC-1,0.99928826,generated
Hela__WT1,Hela,0.9987631,generated
PANC-1__WT3,PANC-1,0.99056715,generated
PANC-1__WT1,PANC-1,0.98506725,generated
Hela__KO3,Hela,0.99992824,generated
Hela__KO2,Hela,0.9993168,generated
PANC-1__WT3,PANC-1,0.9983119,generated
Hela__WT2,Hela,0.99959236,generated
Hela__KO1,Hela,0.9984669,generated
Hela__KO3,Hela,0.999616,generated
PANC-1__WT1,PANC-1,0.99588937,generated
PANC-1__WT2,PANC-1,0.9997751,generated
PANC-1__OE1,PANC-1,0.9992182,generated
PANC-1__OE1,PANC-1,0.9998516,generated
Hela__WT1,Hela,0.9999037,generated
PANC-1__OE2,PANC-1,0.9995561,generated
Hela__WT2,Hela,0.9992316,generated
PANC-1__OE3,PANC-1,0.99904495,generated
Hela__KO3,Hela,0.9998647,generated
Hela__KO2,Hela,0.9993293,generated
PANC-1__WT3,PANC-1,0.99991775,generated
Hela__WT2,Hela,0.9979723,generated
Hela__WT1,Hela,0.99978334,generated
Hela__WT2,Hela,0.9999039,generated
Hela__WT1,Hela,0.99956423,generated
Hela__WT3,Hela,0.9994654,generated
PANC-1__OE2,PANC-1,0.99472046,generated
Hela__KO3,Hela,0.9997887,generated
PANC-1__WT3,PANC-1,0.9859907,generated
Hela__WT2,Hela,0.99920315,generated
Hela__KO2,Hela,0.9979759,generated
Hela__WT3,Hela,0.9996481,generated
PANC-1__OE2,PANC-1,0.9959121,generated
Hela__WT3,Hela,0.9999212,generated
Hela__KO1,Hela,0.99087864,generated
Hela__WT1,Hela,0.99940825,generated
PANC-1__OE1,PANC-1,0.9987218,generated
PANC-1__OE2,PANC-1,0.97595143,generated
Hela__KO1,Hela,0.9993407,generated
Hela__WT3,Hela,0.99648225,generated
Hela__WT3,Hela,0.99792033,generated
PANC-1__OE1,PANC-1,0.999153,generated
Hela__WT1,Hela,0.9995586,generated
PANC-1__WT1,PANC-1,0.99783033,generated
PANC-1__WT3,PANC-1,0.9996495,generated
Hela__KO2,Hela,0.99632806,generated
Hela__WT2,Hela,0.9954182,generated
Hela__WT1,Hela,0.99976164,generated
PANC-1__WT1,PANC-1,0.9854477,generated
PANC-1__WT2,PANC-1,0.99705553,generated
Hela__KO3,Hela,0.9994435,generated
Hela__WT1,Hela,0.99994004,generated
Hela__KO1,Hela,0.9997886,generated
PANC-1__WT3,PANC-1,0.9734894,generated
PANC-1__WT1,PANC-1,0.9993948,generated
PANC-1__WT3,PANC-1,0.99841416,generated
PANC-1__OE2,PANC-1,0.98429084,generated
PANC-1__WT2,PANC-1,0.9997373,generated
PANC-1__OE3,PANC-1,0.9995473,generated
PANC-1__OE1,PANC-1,0.99981517,generated
PANC-1__OE3,PANC-1,0.9808034,generated
PANC-1__OE3,PANC-1,0.9997036,generated
Hela__WT2,Hela,0.9995017,generated
Hela__KO2,Hela,0.99983776,generated
PANC-1__OE1,PANC-1,0.99926597,generated
PANC-1__WT2,PANC-1,0.94844866,generated
PANC-1__WT2,PANC-1,0.9995403,generated
PANC-1__WT3,PANC-1,0.99403536,generated
Hela__KO2,Hela,0.99972135,generated
Hela__KO2,Hela,0.9623132,generated
PANC-1__OE2,PANC-1,0.99647176,generated
PANC-1__WT2,PANC-1,0.9961106,generated
PANC-1__WT1,PANC-1,0.994826,generated
Hela__WT3,Hela,0.9997657,generated
PANC-1__OE2,PANC-1,0.9997398,generated
Hela__WT1,Hela,0.9999325,generated
Hela__KO2,Hela,0.9985299,generated
Hela__KO1,Hela,0.99899524,generated
Hela__WT1,Hela,0.9996984,generated
PANC-1__WT1,PANC-1,0.99986327,generated
Hela__KO1,Hela,0.9997781,generated
PANC-1__WT1,PANC-1,0.9932956,generated
Hela__KO3,Hela,0.9995022,generated
PANC-1__OE2,PANC-1,0.99965334,generated
PANC-1__WT1,PANC-1,0.9988913,generated
Hela__KO1,Hela,0.99988437,generated
PANC-1__OE2,PANC-1,0.999244,generated
PANC-1__OE2,PANC-1,0.9994423,generated
PANC-1__WT1,PANC-1,0.9988482,generated
Hela__KO2,Hela,0.9990177,generated
Hela__WT1,Hela,0.9975418,generated
PANC-1__OE1,PANC-1,0.9996482,generated
PANC-1__OE3,PANC-1,0.9991456,generated
Hela__WT3,Hela,0.9992487,generated
PANC-1__OE1,PANC-1,0.9974584,generated
Hela__WT2,Hela,0.99992204,generated
PANC-1__OE2,PANC-1,0.40681723,generated
Hela__WT1,Hela,0.9995309,generated
PANC-1__WT2,PANC-1,0.9980934,generated
Hela__KO2,Hela,0.9998951,generated
PANC-1__OE3,PANC-1,0.9999231,generated
Hela__WT2,Hela,0.99993634,generated
Hela__WT1,Hela,0.9954977,generated
Hela__WT2,Hela,0.99992275,generated
PANC-1__OE3,PANC-1,0.99663395,generated
PANC-1__WT3,PANC-1,0.9994524,generated
Hela__KO1,Hela,0.9999145,generated
PANC-1__WT1,PANC-1,0.99977845,generated
PANC-1__WT2,PANC-1,0.9972588,generated
Hela__WT1,Hela,0.9995999,generated
PANC-1__OE3,PANC-1,0.99963295,generated
PANC-1__WT3,PANC-1,0.9971414,generated
Hela__WT1,Hela,0.9999622,generated
PANC-1__OE1,PANC-1,0.9990096,generated
Hela__KO1,Hela,0.9996735,generated
Hela__WT3,Hela,0.9966467,generated
Hela__KO3,Hela,0.9994592,generated
PANC-1__OE3,PANC-1,0.9995646,generated
Hela__WT2,Hela,0.999468,generated
PANC-1__OE1,PANC-1,0.99883145,generated
PANC-1__OE1,PANC-1,0.99785966,generated
PANC-1__WT1,PANC-1,0.9848283,generated
PANC-1__OE2,PANC-1,0.99979895,generated
Hela__WT2,Hela,0.9995733,generated
Hela__WT3,Hela,0.99987984,generated
PANC-1__WT1,PANC-1,0.9998172,generated
Hela__WT1,Hela,0.9990619,generated
PANC-1__WT1,PANC-1,0.9884001,generated
Hela__KO2,Hela,0.99982303,generated
Hela__WT1,Hela,0.9993073,generated
Hela__KO1,Hela,0.9987883,generated
PANC-1__WT1,PANC-1,0.9971456,generated
PANC-1__WT3,PANC-1,0.9898371,generated
Hela__WT2,Hela,0.9988788,generated
PANC-1__OE2,PANC-1,0.99937266,generated
Hela__KO3,Hela,0.99983835,generated
Hela__KO2,Hela,0.99736816,generated
PANC-1__WT3,PANC-1,0.9975562,generated
PANC-1__OE1,PANC-1,0.994323,generated
Hela__KO3,Hela,0.99990547,generated
Hela__WT2,Hela,0.99968123,generated
Hela__KO3,Hela,0.99402535,generated
Hela__WT2,Hela,0.9997305,generated
PANC-1__WT3,PANC-1,0.99958843,generated
Hela__KO3,Hela,0.99979943,generated
Hela__WT3,Hela,0.9881781,generated
Hela__KO2,Hela,0.9997327,generated
PANC-1__OE2,PANC-1,0.9996811,generated
Hela__WT3,Hela,0.9998447,generated
Hela__WT2,Hela,0.9994636,generated
PANC-1__OE1,PANC-1,0.9861741,generated
Hela__KO1,Hela,0.99851507,generated
PANC-1__WT1,PANC-1,0.99967694,generated
Hela__KO1,Hela,0.9996718,generated
PANC-1__OE2,PANC-1,0.98938507,generated
Hela__KO2,Hela,0.999923,generated
Hela__KO1,Hela,0.999838,generated
Hela__KO1,Hela,0.9994721,generated
Hela__KO1,Hela,0.99989533,generated
PANC-1__WT3,PANC-1,0.9919424,generated
Hela__WT1,Hela,0.99898225,generated
PANC-1__WT2,PANC-1,0.9982352,generated
PANC-1__WT1,PANC-1,0.99928707,generated
Hela__WT1,Hela,0.9990502,generated
Hela__KO1,Hela,0.99990475,generated
Hela__WT3,Hela,0.9999137,generated
PANC-1__WT3,PANC-1,0.980163,generated
PANC-1__OE3,PANC-1,0.9990765,generated
Hela__KO3,Hela,0.9997756,generated
Hela__WT1,Hela,0.99976784,generated
Hela__WT3,Hela,0.99996614,generated
PANC-1__OE3,PANC-1,0.9991592,generated
PANC-1__WT3,PANC-1,0.9910977,generated
Hela__WT2,Hela,0.9987748,generated
Hela__WT2,Hela,0.9997068,generated
Hela__WT2,Hela,0.99969447,generated
Hela__WT3,Hela,0.9993267,generated
PANC-1__WT3,PANC-1,0.9991679,generated
PANC-1__WT1,PANC-1,0.9994456,generated
Hela__KO2,Hela,0.99988425,generated
Hela__WT2,Hela,0.9983144,generated
PANC-1__OE1,PANC-1,0.99503833,generated
PANC-1__OE2,PANC-1,0.999864,generated
Hela__KO1,Hela,0.9992011,generated
PANC-1__WT3,PANC-1,0.9924117,generated
Hela__KO2,Hela,0.9999194,generated
Hela__WT1,Hela,0.9998603,generated
Hela__WT2,Hela,0.99933136,generated
PANC-1__OE1,PANC-1,0.9973736,generated
Hela__WT2,Hela,0.99961096,generated
Hela__WT1,Hela,0.99990535,generated
Hela__WT1,Hela,0.9999131,generated
PANC-1__WT1,PANC-1,0.9659299,generated
Hela__WT2,Hela,0.99979395,generated
Hela__WT2,Hela,0.9997546,generated
PANC-1__OE3,PANC-1,0.9996358,generated
Hela__WT2,Hela,0.9996935,generated
PANC-1__WT2,PANC-1,0.99308187,generated
Hela__WT2,Hela,0.9996867,generated
PANC-1__OE2,PANC-1,0.9631167,generated
Hela__KO2,Hela,0.9987167,generated
PANC-1__OE1,PANC-1,0.9964414,generated
Hela__WT3,Hela,0.9997204,generated
Hela__KO3,Hela,0.9998995,generated
PANC-1__OE1,PANC-1,0.99978644,generated
Hela__WT3,Hela,0.9985922,generated
Hela__WT3,Hela,0.99982566,generated
Hela__WT3,Hela,0.9996038,generated
PANC-1__OE1,PANC-1,0.9949549,generated
PANC-1__WT2,PANC-1,0.998497,generated
Hela__KO3,Hela,0.99979144,generated
Hela__WT3,Hela,0.9998429,generated
PANC-1__WT2,PANC-1,0.9918602,generated
Hela__WT2,Hela,0.99982494,generated
PANC-1__WT2,PANC-1,0.999471,generated
Hela__WT1,Hela,0.9996762,generated
Hela__WT2,Hela,0.99993205,generated
Hela__KO3,Hela,0.99959594,generated
Hela__WT1,Hela,0.9990048,generated
Hela__KO2,Hela,0.9998609,generated
Hela__WT2,Hela,0.9994355,generated
PANC-1__WT3,PANC-1,0.9990558,generated
PANC-1__OE1,PANC-1,0.9990251,generated
Hela__KO1,Hela,0.99979526,generated
PANC-1__OE3,PANC-1,0.998665,generated
Hela__WT3,Hela,0.9989448,generated
Hela__WT2,Hela,0.99973243,generated
PANC-1__WT3,PANC-1,0.9946243,generated
PANC-1__WT3,PANC-1,0.99641633,generated
Hela__WT3,Hela,0.99973124,generated
Hela__KO2,Hela,0.99963975,generated
Hela__WT3,Hela,0.9992078,generated
PANC-1__WT1,PANC-1,0.99994993,generated
PANC-1__OE1,PANC-1,0.99774665,generated
Hela__WT1,Hela,0.99965084,generated
PANC-1__WT1,PANC-1,0.998696,generated
PANC-1__WT3,PANC-1,0.9948748,generated
PANC-1__WT1,PANC-1,0.9991756,generated
PANC-1__OE1,PANC-1,0.99957615,generated
Hela__WT2,Hela,0.99937576,generated
PANC-1__WT2,PANC-1,0.9924374,generated
PANC-1__WT2,PANC-1,0.9986467,generated
Hela__WT1,Hela,0.99926895,generated
Hela__WT3,Hela,0.9995521,generated
PANC-1__WT2,PANC-1,0.99992526,generated
PANC-1__OE1,PANC-1,0.9978188,generated
Hela__WT3,Hela,0.9996076,generated
Hela__WT2,Hela,0.9995938,generated
Hela__KO3,Hela,0.9998197,generated
PANC-1__OE1,PANC-1,0.9966577,generated
PANC-1__WT2,PANC-1,0.99226826,generated
PANC-1__OE2,PANC-1,0.9941056,generated
PANC-1__OE2,PANC-1,0.9995807,generated
Hela__WT2,Hela,0.9981413,generated
Hela__KO3,Hela,0.9997427,generated
PANC-1__OE1,PANC-1,0.99958724,generated
Hela__KO3,Hela,0.9994,generated
Hela__KO2,Hela,0.9985435,generated
Hela__WT1,Hela,0.9999609,generated
PANC-1__OE2,PANC-1,0.9993123,generated
PANC-1__WT1,PANC-1,0.9984818,generated
PANC-1__WT2,PANC-1,0.99957806,generated
Hela__KO2,Hela,0.9996107,generated
PANC-1__OE3,PANC-1,0.9875101,generated
Hela__WT2,Hela,0.9977189,generated
Hela__WT2,Hela,0.99972767,generated
PANC-1__WT1,PANC-1,0.99483275,generated
Hela__WT2,Hela,0.9997998,generated
Hela__WT1,Hela,0.99984837,generated
PANC-1__WT2,PANC-1,0.9999033,generated
PANC-1__WT2,PANC-1,0.99896216,generated
Hela__WT1,Hela,0.99948525,generated
PANC-1__WT1,PANC-1,0.9995165,generated
PANC-1__WT2,PANC-1,0.9904542,generated
PANC-1__WT3,PANC-1,0.99725324,generated
PANC-1__WT3,PANC-1,0.9974572,generated
PANC-1__OE1,PANC-1,0.99870384,generated
PANC-1__OE2,PANC-1,0.9998398,generated
PANC-1__OE3,PANC-1,0.994899,generated
Hela__KO2,Hela,0.9998416,generated
PANC-1__WT3,PANC-1,0.99954504,generated
PANC-1__WT1,PANC-1,0.9991066,generated
Hela__WT2,Hela,0.99961215,generated
Hela__WT3,Hela,0.99903536,generated
Hela__KO3,Hela,0.9996264,generated
Hela__KO1,Hela,0.9984863,generated
Hela__KO3,Hela,0.9997081,generated
Hela__KO3,Hela,0.99994564,generated
PANC-1__WT3,PANC-1,0.9981281,generated
Hela__WT1,Hela,0.9982186,generated
PANC-1__OE2,PANC-1,0.9970847,generated
Hela__WT1,Hela,0.9996791,generated
Hela__WT3,Hela,0.99991167,generated
PANC-1__OE3,PANC-1,0.9994992,generated
PANC-1__OE2,PANC-1,0.9982461,generated
Hela__KO3,Hela,0.99994564,generated
PANC-1__OE1,PANC-1,0.938635,generated
Hela__KO1,Hela,0.9990791,generated
Hela__KO2,Hela,0.9999224,generated
PANC-1__OE3,PANC-1,0.9990783,generated
PANC-1__WT2,PANC-1,0.9963565,generated
PANC-1__WT1,PANC-1,0.9997967,generated
PANC-1__WT2,PANC-1,0.9963953,generated
PANC-1__OE1,PANC-1,0.9985342,generated
Hela__WT1,Hela,0.99989605,generated
PANC-1__OE3,PANC-1,0.99923253,generated
Hela__KO2,Hela,0.99995947,generated
Hela__KO2,Hela,0.99996734,generated
PANC-1__OE1,PANC-1,0.9996164,generated
PANC-1__WT3,PANC-1,0.9973724,generated
Hela__KO1,Hela,0.99987376,generated
PANC-1__WT2,PANC-1,0.999495,generated
PANC-1__WT2,PANC-1,0.9990804,generated
Hela__KO2,Hela,0.9999492,generated
Hela__WT1,Hela,0.9986094,generated
PANC-1__OE2,PANC-1,0.998793,generated
Hela__KO2,Hela,0.99806625,generated
Hela__KO2,Hela,0.99971884,generated
PANC-1__OE2,PANC-1,0.9996307,generated
PANC-1__OE1,PANC-1,0.9971155,generated
Hela__KO2,Hela,0.99986684,generated
Hela__KO2,Hela,0.9974196,generated
Hela__WT2,Hela,0.99938273,generated
PANC-1__WT1,PANC-1,0.99957985,generated
Hela__KO2,Hela,0.9999505,generated
Hela__WT1,Hela,0.99956363,generated
PANC-1__WT1,PANC-1,0.999315,generated
PANC-1__WT1,PANC-1,0.999258,generated
PANC-1__OE3,PANC-1,0.9990301,generated
Hela__KO2,Hela,0.9992005,generated
Hela__KO3,Hela,0.9938823,generated
Hela__KO2,Hela,0.99990606,generated
PANC-1__WT2,PANC-1,0.99876595,generated
PANC-1__WT3,PANC-1,0.9992399,generated
PANC-1__WT2,PANC-1,0.99664104,generated
Hela__KO3,Hela,0.9992617,generated
PANC-1__WT1,PANC-1,0.99798286,generated
PANC-1__OE3,PANC-1,0.9921617,generated
PANC-1__OE2,PANC-1,0.9970471,generated
Hela__KO1,Hela,0.9990976,generated
Hela__WT3,Hela,0.9998012,generated
PANC-1__WT2,PANC-1,0.9990797,generated
Hela__KO2,Hela,0.99826115,generated
PANC-1__OE3,PANC-1,0.9986841,generated
PANC-1__OE3,PANC-1,0.9993569,generated
Hela__KO1,Hela,0.99963784,generated
Hela__WT1,Hela,0.9999007,generated
PANC-1__OE2,PANC-1,0.9998678,generated
Hela__KO3,Hela,0.9994259,generated
Hela__WT1,Hela,0.9995466,generated
PANC-1__OE2,PANC-1,0.99551624,generated
PANC-1__WT2,PANC-1,0.99393505,generated
PANC-1__OE1,PANC-1,0.9992648,generated
Hela__WT2,Hela,0.9998876,generated
PANC-1__OE3,PANC-1,0.999859,generated
Hela__KO2,Hela,0.9995148,generated
PANC-1__OE2,PANC-1,0.99942315,generated
PANC-1__OE2,PANC-1,0.9957253,generated
Hela__KO2,Hela,0.99642795,generated
Hela__WT1,Hela,0.9994765,generated
Hela__KO2,Hela,0.9997696,generated
PANC-1__WT2,PANC-1,0.9999349,generated
PANC-1__OE3,PANC-1,0.99943393,generated
PANC-1__OE1,PANC-1,0.9996959,generated
PANC-1__WT3,PANC-1,0.99975604,generated
PANC-1__OE2,PANC-1,0.999605,generated
PANC-1__OE1,PANC-1,0.9985813,generated
Hela__WT1,Hela,0.99993217,generated
Hela__WT1,Hela,0.99974483,generated
PANC-1__WT3,PANC-1,0.99193454,generated
PANC-1__WT2,PANC-1,0.99918085,generated
Hela__KO3,Hela,0.9995028,generated
Hela__KO2,Hela,0.99903476,generated
Hela__WT3,Hela,0.9997135,generated
Hela__WT1,Hela,0.9999217,generated
Hela__KO2,Hela,0.99982697,generated
Hela__KO3,Hela,0.99882823,generated
Hela__WT2,Hela,0.99989235,generated
PANC-1__OE3,PANC-1,0.99964523,generated
Hela__WT1,Hela,0.99973005,generated
Hela__KO2,Hela,0.99163294,generated
PANC-1__WT3,PANC-1,0.9666341,generated
PANC-1__OE3,PANC-1,0.9985216,generated
PANC-1__WT2,PANC-1,0.99918956,generated
PANC-1__WT2,PANC-1,0.99966764,generated
Hela__KO1,Hela,0.99962187,generated
Hela__WT2,Hela,0.9992648,generated
PANC-1__WT3,PANC-1,0.9979139,generated
Hela__KO2,Hela,0.99969316,generated
PANC-1__OE3,PANC-1,0.9987908,generated
Hela__WT2,Hela,0.9997365,generated
